trip_distance,cantidad_viajes,time,day_of_week,hour
863.22,416,2023-05-05 04:00:00,4,4
506.57,267,2023-05-05 05:00:00,4,5
1324.07,713,2023-05-05 06:00:00,4,6
3567.44,1947,2023-05-05 07:00:00,4,7
5964.21,3431,2023-05-05 08:00:00,4,8
6506.77,3727,2023-05-05 09:00:00,4,9
6856.84,4011,2023-05-05 10:00:00,4,10
7482.27,4319,2023-05-05 11:00:00,4,11
8003.89,4726,2023-05-05 12:00:00,4,12
8149.22,4813,2023-05-05 13:00:00,4,13
8992.32,5378,2023-05-05 14:00:00,4,14
10434.55,6201,2023-05-05 15:00:00,4,15
9610.06,5703,2023-05-05 16:00:00,4,16
10564.27,6271,2023-05-05 17:00:00,4,17
12771.85,7418,2023-05-05 18:00:00,4,18
13790.27,8090,2023-05-05 19:00:00,4,19
10629.7,6090,2023-05-05 20:00:00,4,20
10232.35,5514,2023-05-05 21:00:00,4,21
11371.04,5854,2023-05-05 22:00:00,4,22
12616.67,6182,2023-05-05 23:00:00,4,23
11812.35,5433,2023-05-06 00:00:00,5,0
10140.45,4630,2023-05-06 01:00:00,5,1
8371.86,3801,2023-05-06 02:00:00,5,2
5839.86,2658,2023-05-06 03:00:00,5,3
3499.18,1572,2023-05-06 04:00:00,5,4
1079.08,509,2023-05-06 05:00:00,5,5
798.93,411,2023-05-06 06:00:00,5,6
1542.25,783,2023-05-06 07:00:00,5,7
2643.82,1392,2023-05-06 08:00:00,5,8
4478.29,2411,2023-05-06 09:00:00,5,9
6630.51,3557,2023-05-06 10:00:00,5,10
7867.46,4376,2023-05-06 11:00:00,5,11
9343.19,5184,2023-05-06 12:00:00,5,12
10190.7,5601,2023-05-06 13:00:00,5,13
9688.39,5327,2023-05-06 14:00:00,5,14
10606.22,5759,2023-05-06 15:00:00,5,15
11297.82,6090,2023-05-06 16:00:00,5,16
11574.27,6235,2023-05-06 17:00:00,5,17
12083.22,6550,2023-05-06 18:00:00,5,18
12851.09,6987,2023-05-06 19:00:00,5,19
10367.94,5630,2023-05-06 20:00:00,5,20
10686.31,5525,2023-05-06 21:00:00,5,21
11139.68,5566,2023-05-06 22:00:00,5,22
12919.01,6193,2023-05-06 23:00:00,5,23
12521.87,5712,2023-05-07 00:00:00,6,0
10507.47,4633,2023-05-07 01:00:00,6,1
8303.78,3638,2023-05-07 02:00:00,6,2
5547.76,2400,2023-05-07 03:00:00,6,3
3260.84,1385,2023-05-07 04:00:00,6,4
1042.6,455,2023-05-07 05:00:00,6,5
787.68,363,2023-05-07 06:00:00,6,6
1390.69,686,2023-05-07 07:00:00,6,7
2433.06,1254,2023-05-07 08:00:00,6,8
4103.95,2197,2023-05-07 09:00:00,6,9
5867.93,3134,2023-05-07 10:00:00,6,10
6745.71,3678,2023-05-07 11:00:00,6,11
7905.12,4157,2023-05-07 12:00:00,6,12
8677.73,4677,2023-05-07 13:00:00,6,13
9138.51,4968,2023-05-07 14:00:00,6,14
8708.39,4737,2023-05-07 15:00:00,6,15
9102.19,4869,2023-05-07 16:00:00,6,16
9336.16,4966,2023-05-07 17:00:00,6,17
9831.96,5094,2023-05-07 18:00:00,6,18
9143.96,4860,2023-05-07 19:00:00,6,19
7686.06,3979,2023-05-07 20:00:00,6,20
8001.16,4035,2023-05-07 21:00:00,6,21
6518.74,3198,2023-05-07 22:00:00,6,22
4056.55,1932,2023-05-07 23:00:00,6,23
2022.36,1023,2023-05-08 00:00:00,0,0
1150.17,530,2023-05-08 01:00:00,0,1
626.38,286,2023-05-08 02:00:00,0,2
321.51,166,2023-05-08 03:00:00,0,3
279.68,134,2023-05-08 04:00:00,0,4
313.61,178,2023-05-08 05:00:00,0,5
1113.58,629,2023-05-08 06:00:00,0,6
3418.18,1842,2023-05-08 07:00:00,0,7
5921.94,3470,2023-05-08 08:00:00,0,8
6492.14,3855,2023-05-08 09:00:00,0,9
6563.49,3828,2023-05-08 10:00:00,0,10
6968.82,4052,2023-05-08 11:00:00,0,11
6847.36,4177,2023-05-08 12:00:00,0,12
7105.19,4277,2023-05-08 13:00:00,0,13
7883.39,4731,2023-05-08 14:00:00,0,14
8487.09,5119,2023-05-08 15:00:00,0,15
8134.84,4893,2023-05-08 16:00:00,0,16
9003.03,5337,2023-05-08 17:00:00,0,17
10428.0,6130,2023-05-08 18:00:00,0,18
9809.42,5729,2023-05-08 19:00:00,0,19
8353.37,4523,2023-05-08 20:00:00,0,20
8749.39,4466,2023-05-08 21:00:00,0,21
7918.05,4033,2023-05-08 22:00:00,0,22
6459.53,3130,2023-05-08 23:00:00,0,23
2804.98,1344,2023-05-09 00:00:00,1,0
1244.58,644,2023-05-09 01:00:00,1,1
637.61,296,2023-05-09 02:00:00,1,2
366.41,172,2023-05-09 03:00:00,1,3
249.16,136,2023-05-09 04:00:00,1,4
284.55,153,2023-05-09 05:00:00,1,5
1134.79,672,2023-05-09 06:00:00,1,6
4022.4900000000002,2228,2023-05-09 07:00:00,1,7
6661.28,3927,2023-05-09 08:00:00,1,8
7706.97,4623,2023-05-09 09:00:00,1,9
7578.51,4558,2023-05-09 10:00:00,1,10
7411.15,4530,2023-05-09 11:00:00,1,11
7926.79,4975,2023-05-09 12:00:00,1,12
7568.36,4748,2023-05-09 13:00:00,1,13
8542.47,5275,2023-05-09 14:00:00,1,14
9446.13,5886,2023-05-09 15:00:00,1,15
9082.6,5715,2023-05-09 16:00:00,1,16
10417.12,6391,2023-05-09 17:00:00,1,17
13046.74,7709,2023-05-09 18:00:00,1,18
12468.77,7224,2023-05-09 19:00:00,1,19
10616.88,5836,2023-05-09 20:00:00,1,20
11628.0,6011,2023-05-09 21:00:00,1,21
11678.69,5814,2023-05-09 22:00:00,1,22
8639.92,4184,2023-05-09 23:00:00,1,23
4239.02,2063,2023-05-10 00:00:00,2,0
1890.02,890,2023-05-10 01:00:00,2,1
941.65,462,2023-05-10 02:00:00,2,2
411.02,214,2023-05-10 03:00:00,2,3
372.12,180,2023-05-10 04:00:00,2,4
363.34,188,2023-05-10 05:00:00,2,5
1302.29,716,2023-05-10 06:00:00,2,6
4334.47,2370,2023-05-10 07:00:00,2,7
7468.69,4306,2023-05-10 08:00:00,2,8
8457.36,4972,2023-05-10 09:00:00,2,9
7892.37,4685,2023-05-10 10:00:00,2,10
7669.39,4675,2023-05-10 11:00:00,2,11
8539.61,5262,2023-05-10 12:00:00,2,12
8531.36,5238,2023-05-10 13:00:00,2,13
8644.7,5316,2023-05-10 14:00:00,2,14
9643.47,5847,2023-05-10 15:00:00,2,15
9398.72,5875,2023-05-10 16:00:00,2,16
10037.01,5987,2023-05-10 17:00:00,2,17
12381.38,7280,2023-05-10 18:00:00,2,18
12410.59,7391,2023-05-10 19:00:00,2,19
10988.59,6129,2023-05-10 20:00:00,2,20
12557.69,6464,2023-05-10 21:00:00,2,21
12945.88,6199,2023-05-10 22:00:00,2,22
10764.32,5146,2023-05-10 23:00:00,2,23
5994.9,2908,2023-05-11 00:00:00,3,0
2986.3,1441,2023-05-11 01:00:00,3,1
1517.87,723,2023-05-11 02:00:00,3,2
802.36,394,2023-05-11 03:00:00,3,3
637.2,304,2023-05-11 04:00:00,3,4
383.74,210,2023-05-11 05:00:00,3,5
1297.98,721,2023-05-11 06:00:00,3,6
4371.95,2321,2023-05-11 07:00:00,3,7
7418.79,4157,2023-05-11 08:00:00,3,8
8315.01,4859,2023-05-11 09:00:00,3,9
8121.44,4740,2023-05-11 10:00:00,3,10
8067.46,4839,2023-05-11 11:00:00,3,11
8690.91,5344,2023-05-11 12:00:00,3,12
8658.48,5262,2023-05-11 13:00:00,3,13
9102.58,5607,2023-05-11 14:00:00,3,14
10333.29,6233,2023-05-11 15:00:00,3,15
10394.53,6281,2023-05-11 16:00:00,3,16
11675.78,6821,2023-05-11 17:00:00,3,17
14844.11,8506,2023-05-11 18:00:00,3,18
14330.72,8255,2023-05-11 19:00:00,3,19
11996.01,6457,2023-05-11 20:00:00,3,20
12934.53,6616,2023-05-11 21:00:00,3,21
13600.49,6680,2023-05-11 22:00:00,3,22
11438.17,5454,2023-05-11 23:00:00,3,23
7691.51,3691,2023-05-12 00:00:00,4,0
4426.28,2171,2023-05-12 01:00:00,4,1
2569.67,1268,2023-05-12 02:00:00,4,2
1409.63,725,2023-05-12 03:00:00,4,3
856.79,441,2023-05-12 04:00:00,4,4
544.1,303,2023-05-12 05:00:00,4,5
1272.44,710,2023-05-12 06:00:00,4,6
3324.4,1859,2023-05-12 07:00:00,4,7
6272.81,3616,2023-05-12 08:00:00,4,8
6948.01,4081,2023-05-12 09:00:00,4,9
7429.08,4334,2023-05-12 10:00:00,4,10
7762.08,4537,2023-05-12 11:00:00,4,11
8113.23,5051,2023-05-12 12:00:00,4,12
8187.36,4972,2023-05-12 13:00:00,4,13
9355.42,5603,2023-05-12 14:00:00,4,14
10432.78,6222,2023-05-12 15:00:00,4,15
10414.45,6227,2023-05-12 16:00:00,4,16
11020.28,6481,2023-05-12 17:00:00,4,17
12633.92,7469,2023-05-12 18:00:00,4,18
13263.36,7640,2023-05-12 19:00:00,4,19
11251.82,6405,2023-05-12 20:00:00,4,20
10324.12,5578,2023-05-12 21:00:00,4,21
11592.82,5957,2023-05-12 22:00:00,4,22
12064.18,5888,2023-05-12 23:00:00,4,23
11111.99,5164,2023-05-13 00:00:00,5,0
9358.84,4275,2023-05-13 01:00:00,5,1
7448.15,3488,2023-05-13 02:00:00,5,2
5020.6,2362,2023-05-13 03:00:00,5,3
2906.24,1380,2023-05-13 04:00:00,5,4
936.66,470,2023-05-13 05:00:00,5,5
763.63,390,2023-05-13 06:00:00,5,6
1507.43,786,2023-05-13 07:00:00,5,7
2664.52,1457,2023-05-13 08:00:00,5,8
4810.07,2628,2023-05-13 09:00:00,5,9
7154.27,3958,2023-05-13 10:00:00,5,10
8666.2,4827,2023-05-13 11:00:00,5,11
10206.99,5640,2023-05-13 12:00:00,5,12
10749.56,6064,2023-05-13 13:00:00,5,13
10373.63,5776,2023-05-13 14:00:00,5,14
10600.29,5859,2023-05-13 15:00:00,5,15
11527.19,6273,2023-05-13 16:00:00,5,16
12185.55,6713,2023-05-13 17:00:00,5,17
12161.11,6693,2023-05-13 18:00:00,5,18
11999.64,6565,2023-05-13 19:00:00,5,19
9574.4,5317,2023-05-13 20:00:00,5,20
9972.14,5161,2023-05-13 21:00:00,5,21
10911.43,5350,2023-05-13 22:00:00,5,22
11852.04,5750,2023-05-13 23:00:00,5,23
10832.85,4838,2023-05-14 00:00:00,6,0
9624.85,4267,2023-05-14 01:00:00,6,1
7448.89,3331,2023-05-14 02:00:00,6,2
4986.72,2269,2023-05-14 03:00:00,6,3
3443.4,1478,2023-05-14 04:00:00,6,4
1170.85,522,2023-05-14 05:00:00,6,5
693.7,319,2023-05-14 06:00:00,6,6
1490.69,714,2023-05-14 07:00:00,6,7
2295.23,1184,2023-05-14 08:00:00,6,8
3746.06,2080,2023-05-14 09:00:00,6,9
6148.97,3337,2023-05-14 10:00:00,6,10
9009.64,4787,2023-05-14 11:00:00,6,11
9921.89,5352,2023-05-14 12:00:00,6,12
10445.55,5525,2023-05-14 13:00:00,6,13
10737.88,5658,2023-05-14 14:00:00,6,14
9884.26,5284,2023-05-14 15:00:00,6,15
9981.42,5299,2023-05-14 16:00:00,6,16
11096.92,5729,2023-05-14 17:00:00,6,17
11364.81,5831,2023-05-14 18:00:00,6,18
10024.3,5228,2023-05-14 19:00:00,6,19
8801.64,4464,2023-05-14 20:00:00,6,20
9293.93,4551,2023-05-14 21:00:00,6,21
7615.48,3613,2023-05-14 22:00:00,6,22
5052.42,2332,2023-05-14 23:00:00,6,23
2374.93,1179,2023-05-15 00:00:00,0,0
1055.86,527,2023-05-15 01:00:00,0,1
656.2,314,2023-05-15 02:00:00,0,2
348.7,180,2023-05-15 03:00:00,0,3
298.21,158,2023-05-15 04:00:00,0,4
373.51,198,2023-05-15 05:00:00,0,5
1273.18,702,2023-05-15 06:00:00,0,6
3913.92,2095,2023-05-15 07:00:00,0,7
6735.99,3823,2023-05-15 08:00:00,0,8
7381.22,4262,2023-05-15 09:00:00,0,9
7024.47,4112,2023-05-15 10:00:00,0,10
7005.76,4112,2023-05-15 11:00:00,0,11
7905.78,4734,2023-05-15 12:00:00,0,12
7719.13,4665,2023-05-15 13:00:00,0,13
8321.71,5003,2023-05-15 14:00:00,0,14
9441.46,5641,2023-05-15 15:00:00,0,15
9360.94,5606,2023-05-15 16:00:00,0,16
10106.68,5932,2023-05-15 17:00:00,0,17
13214.7,7490,2023-05-15 18:00:00,0,18
11726.06,6565,2023-05-15 19:00:00,0,19
9339.24,5082,2023-05-15 20:00:00,0,20
9998.64,5105,2023-05-15 21:00:00,0,21
9711.14,4653,2023-05-15 22:00:00,0,22
6450.55,3133,2023-05-15 23:00:00,0,23
2879.41,1423,2023-05-16 00:00:00,1,0
1326.2,641,2023-05-16 01:00:00,1,1
713.05,330,2023-05-16 02:00:00,1,2
334.27,172,2023-05-16 03:00:00,1,3
300.33,124,2023-05-16 04:00:00,1,4
357.31,193,2023-05-16 05:00:00,1,5
1470.83,792,2023-05-16 06:00:00,1,6
4609.0,2478,2023-05-16 07:00:00,1,7
7465.34,4292,2023-05-16 08:00:00,1,8
8354.74,4893,2023-05-16 09:00:00,1,9
7831.78,4688,2023-05-16 10:00:00,1,10
8078.58,4840,2023-05-16 11:00:00,1,11
8495.21,5300,2023-05-16 12:00:00,1,12
8542.92,5291,2023-05-16 13:00:00,1,13
9203.61,5648,2023-05-16 14:00:00,1,14
10408.61,6401,2023-05-16 15:00:00,1,15
10595.88,6426,2023-05-16 16:00:00,1,16
11426.94,6901,2023-05-16 17:00:00,1,17
13579.74,8007,2023-05-16 18:00:00,1,18
12930.62,7618,2023-05-16 19:00:00,1,19
11196.3,6153,2023-05-16 20:00:00,1,20
12843.36,6556,2023-05-16 21:00:00,1,21
12314.62,6092,2023-05-16 22:00:00,1,22
9546.52,4613,2023-05-16 23:00:00,1,23
5647.42,2701,2023-05-17 00:00:00,2,0
2131.44,1064,2023-05-17 01:00:00,2,1
1026.58,482,2023-05-17 02:00:00,2,2
484.45,245,2023-05-17 03:00:00,2,3
337.84,178,2023-05-17 04:00:00,2,4
367.93,201,2023-05-17 05:00:00,2,5
1282.47,739,2023-05-17 06:00:00,2,6
4485.27,2449,2023-05-17 07:00:00,2,7
8454.85,4719,2023-05-17 08:00:00,2,8
9245.42,5177,2023-05-17 09:00:00,2,9
8527.22,5027,2023-05-17 10:00:00,2,10
8643.16,5164,2023-05-17 11:00:00,2,11
9251.57,5595,2023-05-17 12:00:00,2,12
9232.46,5558,2023-05-17 13:00:00,2,13
9913.12,5858,2023-05-17 14:00:00,2,14
10524.42,6351,2023-05-17 15:00:00,2,15
10103.5,6117,2023-05-17 16:00:00,2,16
11519.62,6762,2023-05-17 17:00:00,2,17
13841.14,8033,2023-05-17 18:00:00,2,18
14241.73,8178,2023-05-17 19:00:00,2,19
13246.74,7227,2023-05-17 20:00:00,2,20
13921.37,7162,2023-05-17 21:00:00,2,21
13967.37,6932,2023-05-17 22:00:00,2,22
11411.7,5454,2023-05-17 23:00:00,2,23
6350.72,3061,2023-05-18 00:00:00,3,0
2922.81,1418,2023-05-18 01:00:00,3,1
1575.55,785,2023-05-18 02:00:00,3,2
745.28,374,2023-05-18 03:00:00,3,3
477.87,252,2023-05-18 04:00:00,3,4
449.49,247,2023-05-18 05:00:00,3,5
1395.23,767,2023-05-18 06:00:00,3,6
4925.88,2637,2023-05-18 07:00:00,3,7
8373.8,4771,2023-05-18 08:00:00,3,8
9001.93,5136,2023-05-18 09:00:00,3,9
8563.38,5033,2023-05-18 10:00:00,3,10
8883.73,5150,2023-05-18 11:00:00,3,11
9095.46,5454,2023-05-18 12:00:00,3,12
9333.14,5570,2023-05-18 13:00:00,3,13
9606.71,5692,2023-05-18 14:00:00,3,14
10063.24,6018,2023-05-18 15:00:00,3,15
9843.22,5852,2023-05-18 16:00:00,3,16
11387.15,6655,2023-05-18 17:00:00,3,17
13854.64,8085,2023-05-18 18:00:00,3,18
14035.66,8150,2023-05-18 19:00:00,3,19
12926.42,7189,2023-05-18 20:00:00,3,20
13515.72,7015,2023-05-18 21:00:00,3,21
13970.66,6874,2023-05-18 22:00:00,3,22
11842.15,5694,2023-05-18 23:00:00,3,23
8384.33,4021,2023-05-19 00:00:00,4,0
4543.78,2230,2023-05-19 01:00:00,4,1
2778.99,1344,2023-05-19 02:00:00,4,2
1341.84,677,2023-05-19 03:00:00,4,3
915.98,469,2023-05-19 04:00:00,4,4
579.72,304,2023-05-19 05:00:00,4,5
1414.97,768,2023-05-19 06:00:00,4,6
3682.3,2028,2023-05-19 07:00:00,4,7
6080.39,3523,2023-05-19 08:00:00,4,8
6962.01,4077,2023-05-19 09:00:00,4,9
7607.84,4472,2023-05-19 10:00:00,4,10
7692.21,4541,2023-05-19 11:00:00,4,11
8580.72,5026,2023-05-19 12:00:00,4,12
8399.74,5038,2023-05-19 13:00:00,4,13
9407.37,5573,2023-05-19 14:00:00,4,14
10776.42,6265,2023-05-19 15:00:00,4,15
9884.18,5914,2023-05-19 16:00:00,4,16
10809.87,6332,2023-05-19 17:00:00,4,17
13143.58,7630,2023-05-19 18:00:00,4,18
13697.12,7895,2023-05-19 19:00:00,4,19
11258.54,6455,2023-05-19 20:00:00,4,20
10939.94,5994,2023-05-19 21:00:00,4,21
12266.48,6384,2023-05-19 22:00:00,4,22
12773.03,6286,2023-05-19 23:00:00,4,23
11904.6,5608,2023-05-20 00:00:00,5,0
9765.51,4584,2023-05-20 01:00:00,5,1
8227.16,3840,2023-05-20 02:00:00,5,2
5707.24,2639,2023-05-20 03:00:00,5,3
3225.23,1487,2023-05-20 04:00:00,5,4
1031.78,473,2023-05-20 05:00:00,5,5
931.02,451,2023-05-20 06:00:00,5,6
1548.91,826,2023-05-20 07:00:00,5,7
2607.5,1397,2023-05-20 08:00:00,5,8
4544.28,2551,2023-05-20 09:00:00,5,9
7407.87,4161,2023-05-20 10:00:00,5,10
8967.55,5152,2023-05-20 11:00:00,5,11
10099.76,5867,2023-05-20 12:00:00,5,12
9993.15,5718,2023-05-20 13:00:00,5,13
9483.38,5407,2023-05-20 14:00:00,5,14
9940.75,5684,2023-05-20 15:00:00,5,15
10018.55,5601,2023-05-20 16:00:00,5,16
9824.41,5557,2023-05-20 17:00:00,5,17
10868.56,6074,2023-05-20 18:00:00,5,18
11043.94,6140,2023-05-20 19:00:00,5,19
8945.99,4993,2023-05-20 20:00:00,5,20
8679.14,4545,2023-05-20 21:00:00,5,21
10346.19,5171,2023-05-20 22:00:00,5,22
11285.28,5461,2023-05-20 23:00:00,5,23
11332.75,5153,2023-05-21 00:00:00,6,0
10559.14,4719,2023-05-21 01:00:00,6,1
8232.71,3632,2023-05-21 02:00:00,6,2
5543.6,2444,2023-05-21 03:00:00,6,3
3407.5,1504,2023-05-21 04:00:00,6,4
989.63,468,2023-05-21 05:00:00,6,5
644.06,307,2023-05-21 06:00:00,6,6
1268.22,667,2023-05-21 07:00:00,6,7
2119.6,1109,2023-05-21 08:00:00,6,8
4097.51,2097,2023-05-21 09:00:00,6,9
6406.2,3360,2023-05-21 10:00:00,6,10
8175.45,4348,2023-05-21 11:00:00,6,11
9045.47,4804,2023-05-21 12:00:00,6,12
9039.1,4848,2023-05-21 13:00:00,6,13
8987.99,4804,2023-05-21 14:00:00,6,14
8486.03,4588,2023-05-21 15:00:00,6,15
8904.03,4650,2023-05-21 16:00:00,6,16
9386.14,4960,2023-05-21 17:00:00,6,17
9621.64,5024,2023-05-21 18:00:00,6,18
8731.95,4611,2023-05-21 19:00:00,6,19
7461.33,3808,2023-05-21 20:00:00,6,20
7522.89,3760,2023-05-21 21:00:00,6,21
6638.95,3180,2023-05-21 22:00:00,6,22
4761.5,2279,2023-05-21 23:00:00,6,23
2495.26,1234,2023-05-22 00:00:00,0,0
1207.09,616,2023-05-22 01:00:00,0,1
901.46,406,2023-05-22 02:00:00,0,2
439.19,223,2023-05-22 03:00:00,0,3
409.22,188,2023-05-22 04:00:00,0,4
390.04,213,2023-05-22 05:00:00,0,5
1236.57,706,2023-05-22 06:00:00,0,6
3878.47,2074,2023-05-22 07:00:00,0,7
6294.48,3620,2023-05-22 08:00:00,0,8
6794.4,4018,2023-05-22 09:00:00,0,9
6749.35,3993,2023-05-22 10:00:00,0,10
6785.42,4037,2023-05-22 11:00:00,0,11
7276.21,4463,2023-05-22 12:00:00,0,12
7529.72,4555,2023-05-22 13:00:00,0,13
8155.92,4869,2023-05-22 14:00:00,0,14
8965.64,5404,2023-05-22 15:00:00,0,15
8740.02,5252,2023-05-22 16:00:00,0,16
9464.47,5568,2023-05-22 17:00:00,0,17
11604.03,6675,2023-05-22 18:00:00,0,18
11027.79,6288,2023-05-22 19:00:00,0,19
9192.46,4938,2023-05-22 20:00:00,0,20
8950.07,4669,2023-05-22 21:00:00,0,21
8514.33,4176,2023-05-22 22:00:00,0,22
6024.51,2938,2023-05-22 23:00:00,0,23
2939.22,1445,2023-05-23 00:00:00,1,0
1257.44,648,2023-05-23 01:00:00,1,1
580.73,311,2023-05-23 02:00:00,1,2
278.84,148,2023-05-23 03:00:00,1,3
200.01,99,2023-05-23 04:00:00,1,4
340.25,182,2023-05-23 05:00:00,1,5
1221.79,713,2023-05-23 06:00:00,1,6
3927.8,2221,2023-05-23 07:00:00,1,7
7046.73,4071,2023-05-23 08:00:00,1,8
7741.67,4592,2023-05-23 09:00:00,1,9
7967.61,4698,2023-05-23 10:00:00,1,10
7661.8,4637,2023-05-23 11:00:00,1,11
8063.66,5006,2023-05-23 12:00:00,1,12
7928.33,4918,2023-05-23 13:00:00,1,13
8502.44,5334,2023-05-23 14:00:00,1,14
9350.64,5764,2023-05-23 15:00:00,1,15
9161.41,5622,2023-05-23 16:00:00,1,16
10417.77,6314,2023-05-23 17:00:00,1,17
12633.28,7549,2023-05-23 18:00:00,1,18
11991.87,7015,2023-05-23 19:00:00,1,19
10445.56,5824,2023-05-23 20:00:00,1,20
11847.8,6252,2023-05-23 21:00:00,1,21
12117.43,5977,2023-05-23 22:00:00,1,22
8872.37,4234,2023-05-23 23:00:00,1,23
4593.6,2194,2023-05-24 00:00:00,2,0
2131.46,1021,2023-05-24 01:00:00,2,1
1003.7,519,2023-05-24 02:00:00,2,2
501.89,247,2023-05-24 03:00:00,2,3
279.82,152,2023-05-24 04:00:00,2,4
360.81,200,2023-05-24 05:00:00,2,5
1293.93,709,2023-05-24 06:00:00,2,6
4104.34,2311,2023-05-24 07:00:00,2,7
7270.35,4165,2023-05-24 08:00:00,2,8
8205.64,4828,2023-05-24 09:00:00,2,9
7638.54,4618,2023-05-24 10:00:00,2,10
7814.49,4724,2023-05-24 11:00:00,2,11
8434.94,5260,2023-05-24 12:00:00,2,12
8736.74,5387,2023-05-24 13:00:00,2,13
8941.27,5465,2023-05-24 14:00:00,2,14
9858.14,6065,2023-05-24 15:00:00,2,15
9660.48,5914,2023-05-24 16:00:00,2,16
10448.9,6301,2023-05-24 17:00:00,2,17
13030.12,7697,2023-05-24 18:00:00,2,18
15426.82,9484,2023-05-24 19:00:00,2,19
13252.31,7668,2023-05-24 20:00:00,2,20
12205.12,6365,2023-05-24 21:00:00,2,21
12263.51,6108,2023-05-24 22:00:00,2,22
9818.17,4783,2023-05-24 23:00:00,2,23
5060.08,2479,2023-05-25 00:00:00,3,0
2677.66,1284,2023-05-25 01:00:00,3,1
1468.61,707,2023-05-25 02:00:00,3,2
818.84,388,2023-05-25 03:00:00,3,3
535.19,266,2023-05-25 04:00:00,3,4
443.97,247,2023-05-25 05:00:00,3,5
1362.42,760,2023-05-25 06:00:00,3,6
4121.98,2242,2023-05-25 07:00:00,3,7
7368.41,4199,2023-05-25 08:00:00,3,8
7796.58,4639,2023-05-25 09:00:00,3,9
7827.44,4654,2023-05-25 10:00:00,3,10
7732.15,4638,2023-05-25 11:00:00,3,11
8414.56,5058,2023-05-25 12:00:00,3,12
8303.34,5036,2023-05-25 13:00:00,3,13
9127.97,5447,2023-05-25 14:00:00,3,14
9514.69,5797,2023-05-25 15:00:00,3,15
9393.16,5680,2023-05-25 16:00:00,3,16
10108.11,6066,2023-05-25 17:00:00,3,17
11792.58,6935,2023-05-25 18:00:00,3,18
11608.96,6656,2023-05-25 19:00:00,3,19
9696.21,5376,2023-05-25 20:00:00,3,20
10506.79,5390,2023-05-25 21:00:00,3,21
10979.35,5449,2023-05-25 22:00:00,3,22
9120.81,4418,2023-05-25 23:00:00,3,23
6405.44,3051,2023-05-26 00:00:00,4,0
3819.52,1847,2023-05-26 01:00:00,4,1
2491.84,1227,2023-05-26 02:00:00,4,2
1520.59,740,2023-05-26 03:00:00,4,3
903.53,428,2023-05-26 04:00:00,4,4
608.59,297,2023-05-26 05:00:00,4,5
1066.27,591,2023-05-26 06:00:00,4,6
2799.39,1566,2023-05-26 07:00:00,4,7
4857.73,2828,2023-05-26 08:00:00,4,8
5514.0,3211,2023-05-26 09:00:00,4,9
6548.92,3758,2023-05-26 10:00:00,4,10
6508.04,3806,2023-05-26 11:00:00,4,11
7562.68,4454,2023-05-26 12:00:00,4,12
7800.64,4554,2023-05-26 13:00:00,4,13
8516.31,5000,2023-05-26 14:00:00,4,14
9127.88,5386,2023-05-26 15:00:00,4,15
8906.09,5148,2023-05-26 16:00:00,4,16
8803.25,5109,2023-05-26 17:00:00,4,17
9766.56,5567,2023-05-26 18:00:00,4,18
9689.36,5422,2023-05-26 19:00:00,4,19
7787.17,4315,2023-05-26 20:00:00,4,20
7604.32,4035,2023-05-26 21:00:00,4,21
8536.57,4375,2023-05-26 22:00:00,4,22
8411.26,4229,2023-05-26 23:00:00,4,23
7729.01,3656,2023-05-27 00:00:00,5,0
7675.42,3490,2023-05-27 01:00:00,5,1
6035.1,2675,2023-05-27 02:00:00,5,2
3771.6,1746,2023-05-27 03:00:00,5,3
2497.23,1107,2023-05-27 04:00:00,5,4
789.89,363,2023-05-27 05:00:00,5,5
607.46,321,2023-05-27 06:00:00,5,6
1258.23,645,2023-05-27 07:00:00,5,7
2042.54,1070,2023-05-27 08:00:00,5,8
3497.4,1873,2023-05-27 09:00:00,5,9
5356.94,2862,2023-05-27 10:00:00,5,10
6461.73,3499,2023-05-27 11:00:00,5,11
7717.14,4239,2023-05-27 12:00:00,5,12
8204.89,4510,2023-05-27 13:00:00,5,13
7978.35,4389,2023-05-27 14:00:00,5,14
8028.47,4295,2023-05-27 15:00:00,5,15
8853.74,4742,2023-05-27 16:00:00,5,16
9030.76,4774,2023-05-27 17:00:00,5,17
9189.22,4933,2023-05-27 18:00:00,5,18
9371.03,5054,2023-05-27 19:00:00,5,19
7934.69,4273,2023-05-27 20:00:00,5,20
7403.48,3861,2023-05-27 21:00:00,5,21
8078.47,4041,2023-05-27 22:00:00,5,22
8482.53,4113,2023-05-27 23:00:00,5,23
7873.5,3572,2023-05-28 00:00:00,6,0
7162.68,3104,2023-05-28 01:00:00,6,1
4910.04,2167,2023-05-28 02:00:00,6,2
3719.49,1599,2023-05-28 03:00:00,6,3
2326.94,977,2023-05-28 04:00:00,6,4
785.16,356,2023-05-28 05:00:00,6,5
538.25,278,2023-05-28 06:00:00,6,6
1045.62,549,2023-05-28 07:00:00,6,7
1723.24,859,2023-05-28 08:00:00,6,8
2875.03,1472,2023-05-28 09:00:00,6,9
4894.07,2419,2023-05-28 10:00:00,6,10
6047.12,3045,2023-05-28 11:00:00,6,11
6993.56,3638,2023-05-28 12:00:00,6,12
7743.98,4054,2023-05-28 13:00:00,6,13
8269.29,4354,2023-05-28 14:00:00,6,14
8166.71,4253,2023-05-28 15:00:00,6,15
8205.77,4226,2023-05-28 16:00:00,6,16
