trip_distance,cantidad_viajes,time,day_of_week,hour
9513.45,5674,2023-04-11 15:00:00,1,15
9057.19,5462,2023-04-11 16:00:00,1,16
9962.37,5844,2023-04-11 17:00:00,1,17
11128.18,6552,2023-04-11 18:00:00,1,18
10449.24,6003,2023-04-11 19:00:00,1,19
9281.65,5012,2023-04-11 20:00:00,1,20
9741.04,5008,2023-04-11 21:00:00,1,21
9796.12,4895,2023-04-11 22:00:00,1,22
6647.84,3288,2023-04-11 23:00:00,1,23
4382.65,2076,2023-04-12 00:00:00,2,0
1672.28,790,2023-04-12 01:00:00,2,1
871.93,417,2023-04-12 02:00:00,2,2
428.51,216,2023-04-12 03:00:00,2,3
260.41,130,2023-04-12 04:00:00,2,4
304.82,178,2023-04-12 05:00:00,2,5
1085.78,626,2023-04-12 06:00:00,2,6
3536.22,1941,2023-04-12 07:00:00,2,7
6207.93,3487,2023-04-12 08:00:00,2,8
7523.05,4352,2023-04-12 09:00:00,2,9
7932.94,4615,2023-04-12 10:00:00,2,10
7954.72,4645,2023-04-12 11:00:00,2,11
9007.88,5384,2023-04-12 12:00:00,2,12
8810.16,5349,2023-04-12 13:00:00,2,13
8932.45,5392,2023-04-12 14:00:00,2,14
9809.36,5860,2023-04-12 15:00:00,2,15
9662.94,5676,2023-04-12 16:00:00,2,16
10431.0,6190,2023-04-12 17:00:00,2,17
11973.6,7079,2023-04-12 18:00:00,2,18
11510.35,6648,2023-04-12 19:00:00,2,19
10752.82,5803,2023-04-12 20:00:00,2,20
11474.48,5806,2023-04-12 21:00:00,2,21
11347.28,5500,2023-04-12 22:00:00,2,22
8818.52,4246,2023-04-12 23:00:00,2,23
4612.14,2231,2023-04-13 00:00:00,3,0
2473.32,1193,2023-04-13 01:00:00,3,1
1574.72,746,2023-04-13 02:00:00,3,2
749.17,360,2023-04-13 03:00:00,3,3
552.87,256,2023-04-13 04:00:00,3,4
376.41,208,2023-04-13 05:00:00,3,5
1176.47,667,2023-04-13 06:00:00,3,6
3709.39,1997,2023-04-13 07:00:00,3,7
6129.79,3518,2023-04-13 08:00:00,3,8
7404.57,4273,2023-04-13 09:00:00,3,9
7623.53,4488,2023-04-13 10:00:00,3,10
8076.92,4787,2023-04-13 11:00:00,3,11
8729.8,5162,2023-04-13 12:00:00,3,12
8914.93,5306,2023-04-13 13:00:00,3,13
9436.09,5678,2023-04-13 14:00:00,3,14
10247.22,6167,2023-04-13 15:00:00,3,15
9952.91,5972,2023-04-13 16:00:00,3,16
10747.52,6368,2023-04-13 17:00:00,3,17
12830.03,7497,2023-04-13 18:00:00,3,18
12975.24,7423,2023-04-13 19:00:00,3,19
11844.45,6362,2023-04-13 20:00:00,3,20
12919.49,6506,2023-04-13 21:00:00,3,21
12622.86,6120,2023-04-13 22:00:00,3,22
10809.36,5143,2023-04-13 23:00:00,3,23
7602.11,3604,2023-04-14 00:00:00,4,0
4612.49,2201,2023-04-14 01:00:00,4,1
2623.11,1266,2023-04-14 02:00:00,4,2
1321.99,666,2023-04-14 03:00:00,4,3
854.65,380,2023-04-14 04:00:00,4,4
501.75,256,2023-04-14 05:00:00,4,5
1120.88,628,2023-04-14 06:00:00,4,6
2852.53,1595,2023-04-14 07:00:00,4,7
5095.4,2878,2023-04-14 08:00:00,4,8
6231.14,3623,2023-04-14 09:00:00,4,9
7109.01,4159,2023-04-14 10:00:00,4,10
7599.64,4520,2023-04-14 11:00:00,4,11
8282.48,4936,2023-04-14 12:00:00,4,12
8307.57,4984,2023-04-14 13:00:00,4,13
9301.85,5507,2023-04-14 14:00:00,4,14
10252.98,6095,2023-04-14 15:00:00,4,15
10470.9,6122,2023-04-14 16:00:00,4,16
10926.53,6388,2023-04-14 17:00:00,4,17
13958.49,8045,2023-04-14 18:00:00,4,18
14361.8,8060,2023-04-14 19:00:00,4,19
11968.39,6453,2023-04-14 20:00:00,4,20
10463.8,5589,2023-04-14 21:00:00,4,21
11542.65,5872,2023-04-14 22:00:00,4,22
12553.76,6261,2023-04-14 23:00:00,4,23
11581.87,5356,2023-04-15 00:00:00,5,0
9972.32,4675,2023-04-15 01:00:00,5,1
8197.38,3797,2023-04-15 02:00:00,5,2
5278.07,2379,2023-04-15 03:00:00,5,3
2855.38,1252,2023-04-15 04:00:00,5,4
978.9,457,2023-04-15 05:00:00,5,5
821.52,385,2023-04-15 06:00:00,5,6
1422.52,789,2023-04-15 07:00:00,5,7
2664.18,1404,2023-04-15 08:00:00,5,8
4602.3,2445,2023-04-15 09:00:00,5,9
6659.82,3650,2023-04-15 10:00:00,5,10
8164.89,4510,2023-04-15 11:00:00,5,11
9544.72,5320,2023-04-15 12:00:00,5,12
10446.81,5809,2023-04-15 13:00:00,5,13
9796.48,5462,2023-04-15 14:00:00,5,14
9590.87,5279,2023-04-15 15:00:00,5,15
9599.71,5283,2023-04-15 16:00:00,5,16
11103.73,6025,2023-04-15 17:00:00,5,17
12315.31,6823,2023-04-15 18:00:00,5,18
12294.42,6755,2023-04-15 19:00:00,5,19
9777.3,5256,2023-04-15 20:00:00,5,20
9574.98,4835,2023-04-15 21:00:00,5,21
10905.71,5439,2023-04-15 22:00:00,5,22
11854.27,5753,2023-04-15 23:00:00,5,23
11586.48,5277,2023-04-16 00:00:00,6,0
10220.58,4587,2023-04-16 01:00:00,6,1
8040.96,3535,2023-04-16 02:00:00,6,2
5353.17,2349,2023-04-16 03:00:00,6,3
3136.46,1348,2023-04-16 04:00:00,6,4
1091.02,473,2023-04-16 05:00:00,6,5
669.17,314,2023-04-16 06:00:00,6,6
1095.07,576,2023-04-16 07:00:00,6,7
2142.56,1071,2023-04-16 08:00:00,6,8
3468.03,1828,2023-04-16 09:00:00,6,9
5576.36,2974,2023-04-16 10:00:00,6,10
7369.44,3944,2023-04-16 11:00:00,6,11
8560.93,4576,2023-04-16 12:00:00,6,12
9290.52,5067,2023-04-16 13:00:00,6,13
9574.9,5173,2023-04-16 14:00:00,6,14
9175.9,4829,2023-04-16 15:00:00,6,15
9123.72,4844,2023-04-16 16:00:00,6,16
9071.94,4747,2023-04-16 17:00:00,6,17
9204.77,4817,2023-04-16 18:00:00,6,18
8180.5,4273,2023-04-16 19:00:00,6,19
7435.76,3772,2023-04-16 20:00:00,6,20
7462.16,3748,2023-04-16 21:00:00,6,21
6181.59,2993,2023-04-16 22:00:00,6,22
4412.87,2047,2023-04-16 23:00:00,6,23
2131.95,1048,2023-04-17 00:00:00,0,0
1156.86,573,2023-04-17 01:00:00,0,1
662.43,336,2023-04-17 02:00:00,0,2
304.9,161,2023-04-17 03:00:00,0,3
319.32,169,2023-04-17 04:00:00,0,4
330.78,190,2023-04-17 05:00:00,0,5
1230.99,670,2023-04-17 06:00:00,0,6
3657.31,2007,2023-04-17 07:00:00,0,7
6560.56,3785,2023-04-17 08:00:00,0,8
7520.72,4479,2023-04-17 09:00:00,0,9
6830.29,3960,2023-04-17 10:00:00,0,10
6733.76,3974,2023-04-17 11:00:00,0,11
7446.07,4529,2023-04-17 12:00:00,0,12
7433.49,4512,2023-04-17 13:00:00,0,13
7635.29,4551,2023-04-17 14:00:00,0,14
8116.21,4809,2023-04-17 15:00:00,0,15
8208.69,4900,2023-04-17 16:00:00,0,16
8600.26,5034,2023-04-17 17:00:00,0,17
10239.74,5893,2023-04-17 18:00:00,0,18
9250.78,5296,2023-04-17 19:00:00,0,19
7687.68,4221,2023-04-17 20:00:00,0,20
8241.65,4229,2023-04-17 21:00:00,0,21
7199.64,3583,2023-04-17 22:00:00,0,22
4502.77,2215,2023-04-17 23:00:00,0,23
2397.77,1157,2023-04-18 00:00:00,1,0
1001.91,491,2023-04-18 01:00:00,1,1
523.73,277,2023-04-18 02:00:00,1,2
231.98,120,2023-04-18 03:00:00,1,3
188.07,101,2023-04-18 04:00:00,1,4
289.67,173,2023-04-18 05:00:00,1,5
1168.6,679,2023-04-18 06:00:00,1,6
3838.44,2121,2023-04-18 07:00:00,1,7
7043.43,4044,2023-04-18 08:00:00,1,8
8148.61,4894,2023-04-18 09:00:00,1,9
7995.99,4826,2023-04-18 10:00:00,1,10
7828.82,4850,2023-04-18 11:00:00,1,11
8446.35,5284,2023-04-18 12:00:00,1,12
8387.59,5168,2023-04-18 13:00:00,1,13
8589.85,5369,2023-04-18 14:00:00,1,14
9388.87,5737,2023-04-18 15:00:00,1,15
8788.34,5482,2023-04-18 16:00:00,1,16
10155.43,6135,2023-04-18 17:00:00,1,17
11652.3,6990,2023-04-18 18:00:00,1,18
11633.82,6971,2023-04-18 19:00:00,1,19
10459.88,5820,2023-04-18 20:00:00,1,20
11614.95,6078,2023-04-18 21:00:00,1,21
11605.57,5742,2023-04-18 22:00:00,1,22
7557.21,3804,2023-04-18 23:00:00,1,23
3655.86,1775,2023-04-19 00:00:00,2,0
1563.32,826,2023-04-19 01:00:00,2,1
780.84,383,2023-04-19 02:00:00,2,2
339.58,176,2023-04-19 03:00:00,2,3
217.34,118,2023-04-19 04:00:00,2,4
358.19,189,2023-04-19 05:00:00,2,5
1284.48,717,2023-04-19 06:00:00,2,6
4199.81,2325,2023-04-19 07:00:00,2,7
7596.69,4357,2023-04-19 08:00:00,2,8
8379.63,4871,2023-04-19 09:00:00,2,9
8376.49,4981,2023-04-19 10:00:00,2,10
8320.47,5074,2023-04-19 11:00:00,2,11
8514.32,5253,2023-04-19 12:00:00,2,12
8648.24,5256,2023-04-19 13:00:00,2,13
8775.08,5323,2023-04-19 14:00:00,2,14
9416.74,5695,2023-04-19 15:00:00,2,15
9595.17,5771,2023-04-19 16:00:00,2,16
10434.77,6229,2023-04-19 17:00:00,2,17
12044.96,7012,2023-04-19 18:00:00,2,18
11842.52,6861,2023-04-19 19:00:00,2,19
10975.52,5911,2023-04-19 20:00:00,2,20
12352.56,6294,2023-04-19 21:00:00,2,21
12207.98,5899,2023-04-19 22:00:00,2,22
9327.07,4445,2023-04-19 23:00:00,2,23
4975.58,2357,2023-04-20 00:00:00,3,0
2426.0,1162,2023-04-20 01:00:00,3,1
1198.15,586,2023-04-20 02:00:00,3,2
588.27,281,2023-04-20 03:00:00,3,3
414.3,209,2023-04-20 04:00:00,3,4
429.35,219,2023-04-20 05:00:00,3,5
1263.19,734,2023-04-20 06:00:00,3,6
4284.21,2352,2023-04-20 07:00:00,3,7
7506.91,4274,2023-04-20 08:00:00,3,8
8314.05,4819,2023-04-20 09:00:00,3,9
7930.63,4661,2023-04-20 10:00:00,3,10
7759.9,4663,2023-04-20 11:00:00,3,11
8633.99,5180,2023-04-20 12:00:00,3,12
8587.59,5259,2023-04-20 13:00:00,3,13
8999.87,5456,2023-04-20 14:00:00,3,14
9611.86,5764,2023-04-20 15:00:00,3,15
10058.12,5972,2023-04-20 16:00:00,3,16
11170.22,6670,2023-04-20 17:00:00,3,17
13315.86,7802,2023-04-20 18:00:00,3,18
13366.26,7776,2023-04-20 19:00:00,3,19
12349.27,6599,2023-04-20 20:00:00,3,20
12961.84,6564,2023-04-20 21:00:00,3,21
12761.12,6219,2023-04-20 22:00:00,3,22
11003.8,5159,2023-04-20 23:00:00,3,23
7705.37,3661,2023-04-21 00:00:00,4,0
4587.04,2127,2023-04-21 01:00:00,4,1
2543.06,1202,2023-04-21 02:00:00,4,2
1241.18,634,2023-04-21 03:00:00,4,3
755.24,358,2023-04-21 04:00:00,4,4
508.78000000000003,234,2023-04-21 05:00:00,4,5
1309.53,707,2023-04-21 06:00:00,4,6
3279.73,1780,2023-04-21 07:00:00,4,7
5076.57,2850,2023-04-21 08:00:00,4,8
6118.79,3537,2023-04-21 09:00:00,4,9
6810.92,3894,2023-04-21 10:00:00,4,10
7154.4,4156,2023-04-21 11:00:00,4,11
7820.39,4605,2023-04-21 12:00:00,4,12
8034.95,4677,2023-04-21 13:00:00,4,13
8855.53,5155,2023-04-21 14:00:00,4,14
9621.66,5535,2023-04-21 15:00:00,4,15
9455.3,5424,2023-04-21 16:00:00,4,16
10787.5,6073,2023-04-21 17:00:00,4,17
12779.46,7244,2023-04-21 18:00:00,4,18
13170.93,7527,2023-04-21 19:00:00,4,19
11549.88,6413,2023-04-21 20:00:00,4,20
9773.0,5165,2023-04-21 21:00:00,4,21
10760.84,5479,2023-04-21 22:00:00,4,22
10871.66,5257,2023-04-21 23:00:00,4,23
9688.3,4454,2023-04-22 00:00:00,5,0
8151.26,3707,2023-04-22 01:00:00,5,1
6620.83,2974,2023-04-22 02:00:00,5,2
4579.87,2054,2023-04-22 03:00:00,5,3
2789.54,1264,2023-04-22 04:00:00,5,4
843.2,402,2023-04-22 05:00:00,5,5
686.6,347,2023-04-22 06:00:00,5,6
1431.96,754,2023-04-22 07:00:00,5,7
2482.64,1358,2023-04-22 08:00:00,5,8
4442.97,2399,2023-04-22 09:00:00,5,9
6552.94,3568,2023-04-22 10:00:00,5,10
8089.39,4386,2023-04-22 11:00:00,5,11
9680.2,5332,2023-04-22 12:00:00,5,12
10303.31,5569,2023-04-22 13:00:00,5,13
9724.19,5262,2023-04-22 14:00:00,5,14
10053.3,5370,2023-04-22 15:00:00,5,15
10868.18,5805,2023-04-22 16:00:00,5,16
12008.5,6588,2023-04-22 17:00:00,5,17
13868.29,7541,2023-04-22 18:00:00,5,18
12828.99,6970,2023-04-22 19:00:00,5,19
10051.91,5474,2023-04-22 20:00:00,5,20
9782.62,5000,2023-04-22 21:00:00,5,21
11687.71,6540,2023-04-22 22:00:00,5,22
10981.54,5556,2023-04-22 23:00:00,5,23
10589.05,4839,2023-04-23 00:00:00,6,0
8431.87,3949,2023-04-23 01:00:00,6,1
6171.3,2800,2023-04-23 02:00:00,6,2
4023.29,1886,2023-04-23 03:00:00,6,3
2407.53,1041,2023-04-23 04:00:00,6,4
833.24,356,2023-04-23 05:00:00,6,5
833.4,369,2023-04-23 06:00:00,6,6
1464.14,758,2023-04-23 07:00:00,6,7
2264.49,1171,2023-04-23 08:00:00,6,8
3943.88,2175,2023-04-23 09:00:00,6,9
6285.39,3347,2023-04-23 10:00:00,6,10
7444.61,3927,2023-04-23 11:00:00,6,11
9544.55,4896,2023-04-23 12:00:00,6,12
9615.47,5042,2023-04-23 13:00:00,6,13
9185.76,4945,2023-04-23 14:00:00,6,14
8699.38,4583,2023-04-23 15:00:00,6,15
9046.6,4720,2023-04-23 16:00:00,6,16
9053.22,4724,2023-04-23 17:00:00,6,17
10109.34,5209,2023-04-23 18:00:00,6,18
8286.65,4421,2023-04-23 19:00:00,6,19
7317.18,3721,2023-04-23 20:00:00,6,20
7294.94,3543,2023-04-23 21:00:00,6,21
5939.34,2823,2023-04-23 22:00:00,6,22
3766.87,1788,2023-04-23 23:00:00,6,23
2239.58,1127,2023-04-24 00:00:00,0,0
1034.97,494,2023-04-24 01:00:00,0,1
654.97,305,2023-04-24 02:00:00,0,2
359.21999999999997,180,2023-04-24 03:00:00,0,3
283.14,150,2023-04-24 04:00:00,0,4
312.75,173,2023-04-24 05:00:00,0,5
1193.59,683,2023-04-24 06:00:00,0,6
3677.06,2009,2023-04-24 07:00:00,0,7
6286.64,3581,2023-04-24 08:00:00,0,8
6926.51,4004,2023-04-24 09:00:00,0,9
6699.51,3903,2023-04-24 10:00:00,0,10
6602.2,3925,2023-04-24 11:00:00,0,11
6998.36,4252,2023-04-24 12:00:00,0,12
7021.55,4319,2023-04-24 13:00:00,0,13
7505.38,4510,2023-04-24 14:00:00,0,14
8662.64,5181,2023-04-24 15:00:00,0,15
8650.25,5109,2023-04-24 16:00:00,0,16
9315.83,5435,2023-04-24 17:00:00,0,17
11340.98,6586,2023-04-24 18:00:00,0,18
9833.2,5674,2023-04-24 19:00:00,0,19
8211.19,4494,2023-04-24 20:00:00,0,20
8648.04,4399,2023-04-24 21:00:00,0,21
8715.37,4339,2023-04-24 22:00:00,0,22
5286.65,2589,2023-04-24 23:00:00,0,23
2519.19,1268,2023-04-25 00:00:00,1,0
1074.15,547,2023-04-25 01:00:00,1,1
489.56,266,2023-04-25 02:00:00,1,2
242.09,132,2023-04-25 03:00:00,1,3
195.47,103,2023-04-25 04:00:00,1,4
362.38,192,2023-04-25 05:00:00,1,5
1306.82,726,2023-04-25 06:00:00,1,6
3948.12,2161,2023-04-25 07:00:00,1,7
7072.28,4138,2023-04-25 08:00:00,1,8
7865.02,4620,2023-04-25 09:00:00,1,9
7603.04,4595,2023-04-25 10:00:00,1,10
7236.78,4451,2023-04-25 11:00:00,1,11
7967.79,4945,2023-04-25 12:00:00,1,12
8040.96,5010,2023-04-25 13:00:00,1,13
8955.45,5436,2023-04-25 14:00:00,1,14
9277.23,5727,2023-04-25 15:00:00,1,15
8846.56,5435,2023-04-25 16:00:00,1,16
9990.1,6018,2023-04-25 17:00:00,1,17
11986.38,7048,2023-04-25 18:00:00,1,18
11231.28,6569,2023-04-25 19:00:00,1,19
10367.38,5675,2023-04-25 20:00:00,1,20
11121.99,5676,2023-04-25 21:00:00,1,21
10774.42,5415,2023-04-25 22:00:00,1,22
8790.85,4101,2023-04-25 23:00:00,1,23
4389.8,2061,2023-04-26 00:00:00,2,0
1755.41,857,2023-04-26 01:00:00,2,1
883.17,438,2023-04-26 02:00:00,2,2
427.03,215,2023-04-26 03:00:00,2,3
305.61,153,2023-04-26 04:00:00,2,4
339.47,186,2023-04-26 05:00:00,2,5
1179.71,696,2023-04-26 06:00:00,2,6
4230.49,2351,2023-04-26 07:00:00,2,7
7484.26,4266,2023-04-26 08:00:00,2,8
8240.24,4847,2023-04-26 09:00:00,2,9
7880.09,4712,2023-04-26 10:00:00,2,10
7726.11,4712,2023-04-26 11:00:00,2,11
8657.81,5398,2023-04-26 12:00:00,2,12
8816.19,5344,2023-04-26 13:00:00,2,13
8746.36,5249,2023-04-26 14:00:00,2,14
9628.95,5902,2023-04-26 15:00:00,2,15
9372.24,5749,2023-04-26 16:00:00,2,16
10459.35,6306,2023-04-26 17:00:00,2,17
12860.17,7520,2023-04-26 18:00:00,2,18
12693.09,7397,2023-04-26 19:00:00,2,19
11601.23,6424,2023-04-26 20:00:00,2,20
12216.35,6206,2023-04-26 21:00:00,2,21
12724.96,6219,2023-04-26 22:00:00,2,22
9620.44,4606,2023-04-26 23:00:00,2,23
5375.98,2496,2023-04-27 00:00:00,3,0
2714.93,1336,2023-04-27 01:00:00,3,1
1336.36,652,2023-04-27 02:00:00,3,2
708.09,339,2023-04-27 03:00:00,3,3
447.44,209,2023-04-27 04:00:00,3,4
398.43,205,2023-04-27 05:00:00,3,5
1360.41,776,2023-04-27 06:00:00,3,6
4328.98,2319,2023-04-27 07:00:00,3,7
8061.78,4531,2023-04-27 08:00:00,3,8
8524.73,5009,2023-04-27 09:00:00,3,9
8001.3,4769,2023-04-27 10:00:00,3,10
7970.82,4742,2023-04-27 11:00:00,3,11
8206.49,5122,2023-04-27 12:00:00,3,12
8539.91,5275,2023-04-27 13:00:00,3,13
8933.2,5430,2023-04-27 14:00:00,3,14
9657.35,5774,2023-04-27 15:00:00,3,15
9560.15,5782,2023-04-27 16:00:00,3,16
10503.14,6294,2023-04-27 17:00:00,3,17
12795.59,7458,2023-04-27 18:00:00,3,18
12496.38,7279,2023-04-27 19:00:00,3,19
11491.89,6265,2023-04-27 20:00:00,3,20
12284.78,6346,2023-04-27 21:00:00,3,21
12792.61,6301,2023-04-27 22:00:00,3,22
10624.47,5135,2023-04-27 23:00:00,3,23
7562.16,3618,2023-04-28 00:00:00,4,0
4082.25,1999,2023-04-28 01:00:00,4,1
2301.42,1143,2023-04-28 02:00:00,4,2
1231.21,612,2023-04-28 03:00:00,4,3
785.91,379,2023-04-28 04:00:00,4,4
523.72,260,2023-04-28 05:00:00,4,5
1163.91,655,2023-04-28 06:00:00,4,6
3286.46,1774,2023-04-28 07:00:00,4,7
6137.1,3498,2023-04-28 08:00:00,4,8
6735.4,3975,2023-04-28 09:00:00,4,9
6881.76,4103,2023-04-28 10:00:00,4,10
7360.58,4410,2023-04-28 11:00:00,4,11
7948.37,4805,2023-04-28 12:00:00,4,12
8103.78,4810,2023-04-28 13:00:00,4,13
8862.19,5263,2023-04-28 14:00:00,4,14
10086.46,6085,2023-04-28 15:00:00,4,15
9842.6,5879,2023-04-28 16:00:00,4,16
10334.66,6086,2023-04-28 17:00:00,4,17
12326.91,7301,2023-04-28 18:00:00,4,18
13484.16,8055,2023-04-28 19:00:00,4,19
11470.32,6960,2023-04-28 20:00:00,4,20
10391.03,6143,2023-04-28 21:00:00,4,21
11183.34,6232,2023-04-28 22:00:00,4,22
11075.08,5982,2023-04-28 23:00:00,4,23
9348.05,4598,2023-04-29 00:00:00,5,0
7736.27,3834,2023-04-29 01:00:00,5,1
5927.1,2953,2023-04-29 02:00:00,5,2
4159.23,1979,2023-04-29 03:00:00,5,3
2335.03,1140,2023-04-29 04:00:00,5,4
702.9399999999999,344,2023-04-29 05:00:00,5,5
568.06,321,2023-04-29 06:00:00,5,6
1347.85,775,2023-04-29 07:00:00,5,7
2193.47,1239,2023-04-29 08:00:00,5,8
4463.49,2673,2023-04-29 09:00:00,5,9
6322.18,3788,2023-04-29 10:00:00,5,10
7915.9,4802,2023-04-29 11:00:00,5,11
9763.07,5831,2023-04-29 12:00:00,5,12
9547.34,5655,2023-04-29 13:00:00,5,13
8492.6,5136,2023-04-29 14:00:00,5,14
8442.77,5133,2023-04-29 15:00:00,5,15
9576.03,5659,2023-04-29 16:00:00,5,16
9948.04,5873,2023-04-29 17:00:00,5,17
10251.94,5949,2023-04-29 18:00:00,5,18
10447.53,6231,2023-04-29 19:00:00,5,19
7729.99,4555,2023-04-29 20:00:00,5,20
7657.46,4283,2023-04-29 21:00:00,5,21
8949.15,4695,2023-04-29 22:00:00,5,22
10443.46,5162,2023-04-29 23:00:00,5,23
10433.97,4825,2023-04-30 00:00:00,6,0
9112.35,4114,2023-04-30 01:00:00,6,1
7183.0,3276,2023-04-30 02:00:00,6,2
5058.58,2268,2023-04-30 03:00:00,6,3
3189.56,1388,2023-04-30 04:00:00,6,4
812.73,355,2023-04-30 05:00:00,6,5
578.45,294,2023-04-30 06:00:00,6,6
1437.36,710,2023-04-30 07:00:00,6,7
2033.95,1086,2023-04-30 08:00:00,6,8
3515.74,1832,2023-04-30 09:00:00,6,9
5710.92,3124,2023-04-30 10:00:00,6,10
7353.91,4135,2023-04-30 11:00:00,6,11
10199.45,5902,2023-04-30 12:00:00,6,12
8811.68,5024,2023-04-30 13:00:00,6,13
8267.85,4700,2023-04-30 14:00:00,6,14
7961.87,4586,2023-04-30 15:00:00,6,15
8604.92,4908,2023-04-30 16:00:00,6,16
9023.76,5214,2023-04-30 17:00:00,6,17
8400.97,4739,2023-04-30 18:00:00,6,18
6822.85,3848,2023-04-30 19:00:00,6,19
5263.57,2763,2023-04-30 20:00:00,6,20
5748.1,2993,2023-04-30 21:00:00,6,21
4732.82,2341,2023-04-30 22:00:00,6,22
3375.81,1551,2023-04-30 23:00:00,6,23
1787.12,859,2023-05-01 00:00:00,0,0
843.56,427,2023-05-01 01:00:00,0,1
590.95,303,2023-05-01 02:00:00,0,2
315.48,169,2023-05-01 03:00:00,0,3
311.38,154,2023-05-01 04:00:00,0,4
332.25,176,2023-05-01 05:00:00,0,5
1065.62,611,2023-05-01 06:00:00,0,6
3717.19,2012,2023-05-01 07:00:00,0,7
6428.5,3616,2023-05-01 08:00:00,0,8
6699.36,3909,2023-05-01 09:00:00,0,9
6537.62,3823,2023-05-01 10:00:00,0,10
6780.24,3986,2023-05-01 11:00:00,0,11
7215.95,4431,2023-05-01 12:00:00,0,12
7576.23,4540,2023-05-01 13:00:00,0,13
7722.6,4605,2023-05-01 14:00:00,0,14
8567.93,5081,2023-05-01 15:00:00,0,15
8178.9,4948,2023-05-01 16:00:00,0,16
8596.04,5073,2023-05-01 17:00:00,0,17
10633.64,6221,2023-05-01 18:00:00,0,18
9352.17,5341,2023-05-01 19:00:00,0,19
7986.96,4369,2023-05-01 20:00:00,0,20
8186.69,4160,2023-05-01 21:00:00,0,21
7628.12,3798,2023-05-01 22:00:00,0,22
5372.91,2598,2023-05-01 23:00:00,0,23
2957.69,1452,2023-05-02 00:00:00,1,0
1465.27,732,2023-05-02 01:00:00,1,1
853.24,404,2023-05-02 02:00:00,1,2
467.17,227,2023-05-02 03:00:00,1,3
296.87,151,2023-05-02 04:00:00,1,4
383.27,204,2023-05-02 05:00:00,1,5
1169.49,678,2023-05-02 06:00:00,1,6
4670.34,2776,2023-05-02 07:00:00,1,7
7778.75,4701,2023-05-02 08:00:00,1,8
8117.44,4909,2023-05-02 09:00:00,1,9
8284.87,5318,2023-05-02 10:00:00,1,10
7700.82,4868,2023-05-02 11:00:00,1,11
8180.11,5382,2023-05-02 12:00:00,1,12
7805.19,4960,2023-05-02 13:00:00,1,13
8061.72,5066,2023-05-02 14:00:00,1,14
9050.57,5607,2023-05-02 15:00:00,1,15
8907.05,5512,2023-05-02 16:00:00,1,16
9802.64,6013,2023-05-02 17:00:00,1,17
12201.06,7214,2023-05-02 18:00:00,1,18
11167.26,6736,2023-05-02 19:00:00,1,19
9815.08,5423,2023-05-02 20:00:00,1,20
10441.97,5435,2023-05-02 21:00:00,1,21
10794.14,5368,2023-05-02 22:00:00,1,22
8159.76,4010,2023-05-02 23:00:00,1,23
3968.34,1933,2023-05-03 00:00:00,2,0
1925.17,947,2023-05-03 01:00:00,2,1
896.81,434,2023-05-03 02:00:00,2,2
431.75,215,2023-05-03 03:00:00,2,3
326.54,155,2023-05-03 04:00:00,2,4
357.84,200,2023-05-03 05:00:00,2,5
1280.87,747,2023-05-03 06:00:00,2,6
4114.61,2251,2023-05-03 07:00:00,2,7
7272.89,4198,2023-05-03 08:00:00,2,8
8248.16,4910,2023-05-03 09:00:00,2,9
8003.89,4795,2023-05-03 10:00:00,2,10
7584.83,4694,2023-05-03 11:00:00,2,11
8444.02,5207,2023-05-03 12:00:00,2,12
8336.14,5145,2023-05-03 13:00:00,2,13
8784.16,5375,2023-05-03 14:00:00,2,14
9532.7,5788,2023-05-03 15:00:00,2,15
9527.8,5789,2023-05-03 16:00:00,2,16
10821.35,6460,2023-05-03 17:00:00,2,17
13502.16,8043,2023-05-03 18:00:00,2,18
12525.68,7284,2023-05-03 19:00:00,2,19
11429.33,6360,2023-05-03 20:00:00,2,20
12532.52,6714,2023-05-03 21:00:00,2,21
11637.09,5739,2023-05-03 22:00:00,2,22
8909.17,4321,2023-05-03 23:00:00,2,23
4397.0,2153,2023-05-04 00:00:00,3,0
2287.8,1091,2023-05-04 01:00:00,3,1
1155.98,569,2023-05-04 02:00:00,3,2
538.09,275,2023-05-04 03:00:00,3,3
475.21,226,2023-05-04 04:00:00,3,4
427.21,228,2023-05-04 05:00:00,3,5
1481.52,821,2023-05-04 06:00:00,3,6
4653.81,2578,2023-05-04 07:00:00,3,7
7903.63,4593,2023-05-04 08:00:00,3,8
8918.22,5313,2023-05-04 09:00:00,3,9
8218.54,4977,2023-05-04 10:00:00,3,10
8739.26,5513,2023-05-04 11:00:00,3,11
8564.04,5363,2023-05-04 12:00:00,3,12
8330.52,5121,2023-05-04 13:00:00,3,13
8864.01,5322,2023-05-04 14:00:00,3,14
10079.21,6176,2023-05-04 15:00:00,3,15
10167.14,6262,2023-05-04 16:00:00,3,16
10926.56,6530,2023-05-04 17:00:00,3,17
13580.49,7948,2023-05-04 18:00:00,3,18
13440.33,7851,2023-05-04 19:00:00,3,19
11142.86,6082,2023-05-04 20:00:00,3,20
11997.14,6203,2023-05-04 21:00:00,3,21
12693.41,6309,2023-05-04 22:00:00,3,22
11140.71,5518,2023-05-04 23:00:00,3,23
7235.09,3468,2023-05-05 00:00:00,4,0
4109.53,1960,2023-05-05 01:00:00,4,1
2288.39,1141,2023-05-05 02:00:00,4,2
1393.98,652,2023-05-05 03:00:00,4,3
